Station Code,DateTimeStamp,TSS,F_TSS,TURB_N,F_TURB_N,SECCHI,F_SECCHI
gtmssnut,10/14/2009 9:29,50.8,<0>,9.9,<0>,0.8,<0>
gtmpcnut,10/14/2009 10:30,41,<0>,7.6,<0>,,<-1>
gtmfmnut,10/14/2009 10:41,29,<0>,3.9,<0>,1.2,<0>
gtmfmnut,10/14/2009 10:42,29.2,<0>,5.6,<0>,1.2,<0>
gtmpcnut,10/14/2009 12:41,26.7,<0>,5,<0>,1.5,<0>
gtmpcnut,10/14/2009 12:42,21.3,<0>,4.6,<0>,1.5,<0>
gtmpcnut,11/2/2009 12:00,84.7,<0>,5.4,<0>,,<-1>
gtmpcnut,11/2/2009 14:30,73.3,<0>,6.9,<0>,,<-1>
gtmpcnut,11/2/2009 17:00,53.3,<0>,4.7,<0>,,<-1>
gtmpcnut,11/2/2009 19:30,67.7,<0>,3.5,<0>,,<-1>
gtmpcnut,11/2/2009 22:00,63.7,<0>,5.5,<0>,,<-1>
gtmpcnut,11/3/2009 0:30,65,<0>,4.3,<0>,,<-1>
gtmpcnut,11/3/2009 3:00,62,<0>,4,<0>,,<-1>
gtmpcnut,11/3/2009 5:30,48,<0>,2.6,<0>,,<-1>
gtmpcnut,11/3/2009 8:00,70.3,<0>,4.8,<0>,,<-1>
gtmpcnut,11/3/2009 10:30,108,<0>,11.2,<0>,,<-1>
gtmpinut,11/3/2009 10:57,67.6,<0>,7.4,<0>,1,<0>
gtmpinut,11/3/2009 10:58,74.8,<0>,6.4,<0>,1,<0>
gtmssnut,11/3/2009 12:13,51,<0>,8.2,<0>,1,<0>
gtmssnut,11/3/2009 12:14,52.6,<0>,8.4,<0>,1,<0>
gtmpcnut,11/3/2009 13:00,71,<0>,5.2,<0>,,<-1>
gtmfmnut,11/3/2009 13:29,69.6,<0>,8.5,<0>,1,<0>
gtmfmnut,11/3/2009 13:30,64,<0>,7.7,<0>,1,<0>
gtmpcnut,11/3/2009 15:16,75,<0>,9.6,<0>,1,<0>
gtmpcnut,11/3/2009 15:17,74.3,<0>,9.7,<0>,1,<0>
gtmpcnut,12/14/2009 11:00,61,<0>,5.1,<0>,,<-1>
gtmpcnut,12/14/2009 13:30,57,<0>,5.5,<0>,,<-1>
gtmpcnut,12/15/2009 15:42,53.7,<0>,5.6,<0>,0.8,<0>
gtmpcnut,12/15/2009 15:43,50,<0>,6,<0>,0.8,<0>
gtmpcnut,12/14/2009 16:00,52.3,<0>,5.1,<0>,,<-1>
gtmpcnut,12/14/2009 18:30,38.3,<0>,4.4,<0>,,<-1>
gtmpcnut,12/14/2009 21:00,52,<0>,6.3,<0>,,<-1>
gtmpcnut,12/14/2009 23:30,51.3,<0>,4.9,<0>,,<-1>
gtmpcnut,12/15/2009 2:00,36.7,<0>,4.6,<0>,,<-1>
gtmpcnut,12/15/2009 4:30,41.7,<0>,3.5,<0>,,<-1>
gtmpcnut,12/15/2009 7:00,28.7,<0>,3.2,<0>,,<-1>
gtmpcnut,12/15/2009 9:30,65,<0>,7.6,<0>,,<-1>
gtmpinut,12/15/2009 10:25,65.2,<0>,4.6,<0>,1,<0>
gtmpinut,12/15/2009 10:26,72,<0>,5.4,<0>,1,<0>
gtmpcnut,12/15/2009 12:00,62.3,<0>,6.1,<0>,,<-1>
gtmssnut,12/15/2009 12:11,73.8,<0>,7.6,<0>,1,<0>
gtmssnut,12/15/2009 12:12,61.8,<0>,7.9,<0>,1,<0>
gtmfmnut,12/15/2009 13:40,56.8,<0>,5.9,<0>,1.5,<0>
gtmfmnut,12/15/2009 13:41,58.4,<0>,4.1,<0>,1.5,<0>
gtmfmnut,1/13/2010 10:11,36.8,<0>,0.8,<0>,1.5,<0>
gtmfmnut,1/13/2010 10:12,43.2,<0>,0.8,<0>,1.5,<0>
gtmssnut,1/13/2010 12:06,39.6,<0>,1.2,<0>,1.5,<0>
gtmssnut,1/13/2010 12:07,35.6,<0>,0.8,<0>,1.5,<0>
gtmpinut,1/13/2010 13:26,32.4,<0>,0.8,<0>,2.5,<0>
gtmpinut,1/13/2010 13:27,53.4,<0>,0.7,<0>,2.5,<0>
gtmpcnut,1/13/2010 15:51,24.2,<0>,2.1,<0>,1.2,<0>
gtmpcnut,1/13/2010 15:52,18.4,<0>,1.9,<0>,1.2,<0>
gtmpcnut,1/13/2010 17:30,29,<0>,2.8,<0>,,<-1>
gtmpcnut,1/13/2010 20:00,22.8,<0>,2.7,<0>,,<-1>
gtmpcnut,1/13/2010 22:30,26,<0>,3.1,<0>,,<-1>
gtmpcnut,1/14/2010 1:00,22.6,<0>,3.4,<0>,,<-1>
gtmpcnut,1/14/2010 3:30,22.4,<0>,2.3,<0>,,<-1>
gtmpcnut,1/14/2010 6:00,24.2,<0>,2.3,<0>,,<-1>
gtmpcnut,1/14/2010 8:30,21,<0>,2.5,<0>,,<-1>
gtmpcnut,1/14/2010 11:00,27.6,<0>,2.8,<0>,,<-1>
gtmpcnut,1/14/2010 13:30,26.4,<0>,2.6,<0>,,<-1>
gtmpcnut,1/14/2010 16:00,22.2,<0>,2.6,<0>,,<-1>
gtmpcnut,1/14/2010 18:30,22,<0>,3.1,<0>,,<-1>
gtmpcnut,2/15/2010 12:30,7.7,<0>,3.8,<0>,,<-1>
gtmpcnut,2/15/2010 15:00,1.3,<0>,3.6,<0>,,<-1>
gtmpcnut,2/15/2010 17:30,1.3,<0>,2.7,<0>,,<-1>
gtmpcnut,2/15/2010 20:00,2.3,<0>,2.7,<0>,,<-1>
gtmpcnut,2/15/2010 22:30,4,<0>,4.2,<0>,,<-1>
gtmpcnut,2/16/2010 1:00,2,<0>,4.2,<0>,,<-1>
gtmpcnut,2/16/2010 3:30,1.3,<0>,3,<0>,,<-1>
gtmpcnut,2/16/2010 6:00,1.7,<0>,2.4,<0>,,<-1>
gtmpcnut,2/16/2010 8:30,1.3,<0>,2.8,<0>,,<-1>
gtmpcnut,2/16/2010 11:00,4,<0>,4.2,<0>,,<-1>
gtmpinut,2/16/2010 12:01,32.6,<0>,5.2,<0>,1.5,<0>
gtmpinut,2/16/2010 12:02,29.2,<0>,4.5,<0>,1.5,<0>
gtmpcnut,2/16/2010 13:30,5.7,<0>,3.9,<0>,,<-1>
gtmssnut,2/16/2010 13:52,36,<0>,5.4,<0>,1.2,<0>
gtmssnut,2/16/2010 13:53,35.2,<0>,4.9,<0>,1.2,<0>
gtmfmnut,2/16/2010 15:46,31.2,<0>,4.9,<0>,1.2,<0>
gtmfmnut,2/16/2010 15:47,32.6,<0>,4.5,<0>,1.2,<0>
gtmpcnut,2/16/2010 17:01,1.3,<0>,3.6,<0>,0.5,<0>
gtmpcnut,2/16/2010 17:02,8.3,<0>,3.6,<0>,0.5,<0>
gtmpcnut,3/15/2010 12:00,8.3,<0>,6.8,<0>,,<-1>
gtmpcnut,3/15/2010 14:30,2,<0>,4.6,<0>,,<-1>
gtmpcnut,3/15/2010 17:00,4,<0>,4,<0>,,<-1>
gtmpcnut,3/15/2010 19:30,3.7,<0>,3.8,<0>,,<-1>
gtmpcnut,3/15/2010 22:00,11,<0>,7.8,<0>,,<-1>
gtmpcnut,3/16/2010 0:30,11.7,<0>,7.4,<0>,,<-1>
gtmpcnut,3/16/2010 3:00,5,<0>,4.9,<0>,,<-1>
gtmpcnut,3/16/2010 5:30,3,<0>,3.8,<0>,,<-1>
gtmpcnut,3/16/2010 8:00,1.7,<0>,3.8,<0>,,<-1>
gtmpcnut,3/16/2010 10:30,11.7,<0>,6.6,<0>,,<-1>
gtmpinut,3/16/2010 11:35,25.4,<0>,5,<0>,1,<0>
gtmpinut,3/16/2010 11:36,28.2,<0>,6,<0>,1,<0>
gtmpcnut,3/16/2010 13:00,18.7,<0>,7.9,<0>,,<-1>
gtmssnut,3/16/2010 13:31,29.2,<0>,5.9,<0>,1.5,<0>
gtmssnut,3/16/2010 13:32,22.8,<0>,5,<0>,1.5,<0>
gtmfmnut,3/16/2010 14:28,19,<0>,4.4,<0>,1,<0>
gtmfmnut,3/16/2010 14:29,23.2,<0>,4.4,<0>,1,<0>
gtmpcnut,3/16/2010 16:12,2.7,<0>,5.9,<0>,1.1,<0>
gtmpcnut,3/16/2010 16:13,5.3,<0>,5.6,<0>,1.1,<0>
gtmpcnut,4/14/2010 10:30,10,<0>,6.3,<0>,,<-1>
gtmpinut,4/14/2010 10:50,26,<0>,6.6,<0>,1,<0>
gtmpinut,4/14/2010 10:51,30.6,<0>,7.8,<0>,1,<0>
gtmssnut,4/14/2010 12:16,52.8,<0>,9.7,<0>,1.5,<0>
gtmssnut,4/14/2010 12:17,52.2,<0>,10.6,<0>,1.5,<0>
gtmpcnut,4/14/2010 13:00,15.6,<0>,5.3,<0>,,<-1>
gtmfmnut,4/14/2010 13:13,25.8,<0>,4.5,<0>,1,<0>
gtmfmnut,4/14/2010 13:14,19.6,<0>,4.6,<0>,1,<0>
gtmpcnut,4/14/2010 14:46,11,<0>,5.2,<0>,0.5,<0>
gtmpcnut,4/14/2010 14:47,9.8,<0>,4.9,<0>,0.5,<0>
gtmpcnut,4/14/2010 15:30,10.4,<0>,5.9,<0>,,<-1>
gtmpcnut,4/14/2010 18:00,11,<0>,5,<0>,,<-1>
gtmpcnut,4/14/2010 20:30,14,<0>,6.3,<0>,,<-1>
gtmpcnut,4/14/2010 23:00,37.8,<0>,8,<0>,,<-1>
gtmpcnut,4/15/2010 1:30,19.6,<0>,5.8,<0>,,<-1>
gtmpcnut,4/15/2010 4:00,12,<0>,3.4,<0>,,<-1>
gtmpcnut,4/15/2010 6:30,10.2,<0>,3.7,<0>,,<-1>
gtmpcnut,4/15/2010 9:00,14.6,<0>,4,<0>,,<-1>
gtmpcnut,4/15/2010 11:30,24.4,<0>,5,<0>,,<-1>
gtmpcnut,5/10/2010 9:30,58,<0>,13.1,<0>,,<-1>
gtmpcnut,5/10/2010 12:00,68,<0>,10.4,<0>,,<-1>
gtmpcnut,5/10/2010 14:30,43,<0>,10.4,<0>,,<-1>
gtmpcnut,5/10/2010 17:00,55.7,<0>,15.5,<0>,,<-1>
gtmpcnut,5/10/2010 19:30,51.3,<0>,18.3,<0>,,<-1>
gtmpcnut,5/10/2010 22:00,64.3,<0>,15.1,<0>,,<-1>
gtmpcnut,5/11/2010 0:30,50.7,<0>,10.8,<0>,,<-1>
gtmpcnut,5/11/2010 3:00,52,<0>,10,<0>,,<-1>
gtmpcnut,5/11/2010 5:30,45.3,<0>,9.2,<0>,,<-1>
gtmpcnut,5/11/2010 8:00,53.3,<0>,13,<0>,,<-1>
gtmpinut,5/11/2010 9:28,60.6,<0>,10,<0>,1,<0>
gtmpinut,5/11/2010 9:29,72.6,<0>,11.4,<0>,1,<0>
gtmpcnut,5/11/2010 10:30,43.3,<0>,13.4,<0>,,<-1>
gtmssnut,5/11/2010 10:56,70,<0>,20,<0>,0.5,<0>
gtmssnut,5/11/2010 10:57,63.2,<0>,15.5,<0>,0.5,<0>
gtmfmnut,5/11/2010 12:22,61.4,<1> [SRD],8.2,<0>,1,<0>
gtmfmnut,5/11/2010 12:23,29,<1> [SRD],9.6,<0>,1,<0>
gtmpcnut,5/11/2010 14:01,33.8,<0>,11.2,<0>,0.5,<0>
gtmpcnut,5/11/2010 14:02,34,<0>,11.5,<0>,0.5,<0>
gtmpcnut,6/8/2010 10:45,51,<0>,14.1,<0>,,<-1>
gtmpcnut,6/8/2010 13:15,45.3,<0>,11.5,<0>,,<-1>
gtmpcnut,6/8/2010 15:45,33,<0>,12.3,<0>,,<-1>
gtmpcnut,6/8/2010 18:15,66.3,<0>,31.9,<0>,,<-1>
gtmpcnut,6/8/2010 20:45,60,<0>,18.5,<0>,,<-1>
gtmpcnut,6/8/2010 23:15,56.3,<0>,14.3,<0>,,<-1>
gtmpcnut,6/9/2010 1:45,47.3,<0>,11.1,<0>,,<-1>
gtmpcnut,6/9/2010 4:15,49.7,<0>,11.3,<0>,,<-1>
gtmpcnut,6/9/2010 6:45,52,<0>,16.1,<0>,,<-1>
gtmpinut,6/9/2010 7:59,70.6,<0>,9.6,<0>,1,<0>
gtmpinut,6/9/2010 8:00,47.8,<0>,10.4,<0>,1,<0>
gtmpcnut,6/9/2010 9:15,59.7,<0>,14.9,<0>,,<-1>
gtmssnut,6/9/2010 9:23,52.4,<0>,10.8,<0>,0.8,<0>
gtmssnut,6/9/2010 9:24,44,<0>,11.9,<0>,0.8,<0>
gtmfmnut,6/9/2010 10:31,50.6,<0>,4.2,<0>,1,<0>
gtmfmnut,6/9/2010 10:32,55,<0>,4.7,<0>,1,<0>
gtmpcnut,6/9/2010 11:45,53.7,<0>,12.9,<0>,,<-1>
gtmpcnut,6/9/2010 12:26,47,<0>,10.2,<0>,0.8,<0>
gtmpcnut,6/9/2010 12:27,36.3,<0>,10.2,<0>,0.8,<0>
gtmpcnut,7/12/2010 11:30,95.3,<0>,16.2,<0>,,<-1>
gtmpcnut,7/12/2010 14:00,78.7,<0>,11.7,<0>,,<-1>
gtmpcnut,7/12/2010 16:30,78,<0>,10.6,<0>,,<-1>
gtmpcnut,7/12/2010 19:00,63,<0>,9.6,<0>,,<-1>
gtmpcnut,7/12/2010 21:30,88.3,<0>,17.1,<0>,,<-1>
gtmpcnut,7/13/2010 0:00,94.7,<0>,17.9,<0>,,<-1>
gtmpcnut,7/13/2010 2:30,102.3,<0>,7.5,<0>,,<-1>
gtmpcnut,7/13/2010 5:00,73,<0>,8.2,<0>,,<-1>
gtmpcnut,7/13/2010 7:30,57,<0>,8.3,<0>,,<-1>
gtmpcnut,7/13/2010 10:00,69.3,<0>,8.8,<0>,,<-1>
gtmpinut,7/13/2010 11:38,105,<0>,5.9,<0>,1,<0>
gtmpinut,7/13/2010 11:39,90.3,<0>,5,<0>,1,<0>
gtmpcnut,7/13/2010 12:30,91.7,<0>,7.6,<0>,,<-1>
gtmssnut,7/13/2010 12:41,101,<0>,17.6,<0>,0.5,<0>
gtmssnut,7/13/2010 12:42,113,<0>,15.2,<0>,0.5,<0>
gtmfmnut,7/13/2010 13:36,105.3,<0>,3.6,<0>,1,<0>
gtmfmnut,7/13/2010 13:37,93.3,<0>,5.1,<0>,1,<0>
gtmpcnut,7/13/2010 15:26,53.7,<0>,11.7,<0>,0.5,<0>
gtmpcnut,7/13/2010 15:27,58,<0>,11,<0>,0.5,<0>
gtmpcnut,8/9/2010 12:30,131.3,<0>,13.1,<0>,,<-1>
gtmpcnut,8/9/2010 15:00,89.3,<0>,15.1,<0>,,<-1>
gtmpcnut,8/9/2010 17:30,115,<0>,13,<0>,,<-1>
gtmpcnut,8/9/2010 20:00,123.3,<0>,21.3,<0>,,<-1>
gtmpcnut,8/9/2010 22:30,177.7,<0>,32.1,<0>,,<-1>
gtmpcnut,8/10/2010 1:00,120,<0>,16.7,<0>,,<-1>
gtmpcnut,8/10/2010 3:30,139,<0>,14.1,<0>,,<-1>
gtmpcnut,8/10/2010 6:00,92.3,<0>,9.1,<0>,,<-1>
gtmpcnut,8/10/2010 8:30,100.7,<0>,14.9,<0>,,<-1>
gtmpinut,8/10/2010 10:31,133.7,<0>,6.5,<0>,0.9,<0>
gtmpinut,8/10/2010 10:32,106.7,<0>,6.5,<0>,0.9,<0>
gtmpcnut,8/10/2010 11:00,184.3,<0>,27.1,<0>,,<-1>
gtmssnut,8/10/2010 11:51,89,<0>,16,<0>,0.5,<0>
gtmssnut,8/10/2010 11:52,88.4,<0>,19.8,<0>,0.5,<0>
gtmfmnut,8/10/2010 12:57,71.6,<0>,5.9,<0>,1,<0>
gtmfmnut,8/10/2010 12:58,61.8,<0>,5.5,<0>,1,<0>
gtmpcnut,8/10/2010 13:30,134.3,<0>,8.6,<0>,,<-1>
gtmpcnut,8/10/2010 14:36,123,<0>,15.2,<0>,0.5,<0>
gtmpcnut,8/10/2010 14:37,130.7,<0>,15.4,<0>,0.5,<0>
gtmpcnut,9/6/2010 11:37,84,<0>,18.5,<0>,,<-1>
gtmpcnut,9/6/2010 14:07,67.3,<0>,12,<0>,,<-1>
gtmpcnut,9/6/2010 16:37,63.3,<0>,10.5,<0>,,<-1>
gtmpcnut,9/6/2010 19:07,76.7,<0>,23.1,<0>,,<-1>
gtmpcnut,9/6/2010 21:37,85.3,<0>,17.9,<0>,,<-1>
gtmpcnut,9/7/2010 0:07,84.3,<0>,12.4,<0>,,<-1>
gtmpcnut,9/7/2010 2:37,72.3,<0>,9.7,<0>,,<-1>
gtmpcnut,9/7/2010 5:07,63.3,<0>,7.8,<0>,,<-1>
gtmpcnut,9/7/2010 7:37,105,<0>,24.2,<0>,,<-1>
gtmpcnut,9/7/2010 10:07,94.3,<0>,14.5,<0>,,<-1>
gtmpinut,9/7/2010 10:31,80.2,<0>,12.4,<0>,0.5,<0>
gtmpinut,9/7/2010 10:32,87.2,<0>,14.8,<0>,0.5,<0>
gtmssnut,9/7/2010 11:51,57,<0>,13.3,<0>,0.8,<0>
gtmssnut,9/7/2010 11:52,68.8,<0>,17.9,<0>,0.8,<0>
gtmpcnut,9/7/2010 12:37,70.7,<0>,10,<0>,,<-1>
gtmfmnut,9/7/2010 13:06,55.8,<1> [SRD],2.8,<0>,1,<0>
gtmfmnut,9/7/2010 13:07,32,<1> [SRD],5.2,<0>,1,<0>
gtmpcnut,9/7/2010 15:01,56,<0>,10.8,<0>,0.8,<0>
gtmpcnut,9/7/2010 15:02,39.7,<0>,10.9,<0>,0.8,<0>
gtmpcnut,10/4/2010 11:00,35.6,<0>,6.8,<0>,,<-1>
gtmpcnut,10/4/2010 13:30,27.8,<0>,5.6,<0>,,<-1>
gtmpcnut,10/4/2010 16:00,34.8,<0>,9.9,<0>,,<-1>
gtmpcnut,10/4/2010 18:30,92,<0>,24.1,<0>,,<-1>
gtmpcnut,10/4/2010 21:00,41.8,<0>,9.1,<0>,,<-1>
gtmpcnut,10/4/2010 23:30,54.4,<0>,13.3,<0>,,<-1>
gtmpcnut,10/5/2010 2:00,26,<0>,6.3,<0>,,<-1>
gtmpcnut,10/5/2010 4:30,25.4,<0>,6.3,<0>,,<-1>
gtmpcnut,10/5/2010 7:00,98,<0>,1.9,<0>,,<-1>
gtmpinut,10/5/2010 8:45,47.2,<0>,8.3,<0>,1,<0>
gtmpinut,10/5/2010 8:46,46.4,<0>,8,<0>,1,<0>
gtmpcnut,10/5/2010 9:30,40.4,<0>,7.2,<0>,,<-1>
gtmssnut,10/5/2010 10:20,58.4,<0>,10.8,<0>,0.8,<0>
gtmssnut,10/5/2010 10:21,58.2,<0>,11.5,<0>,0.8,<0>
gtmfmnut,10/5/2010 11:30,36,<0>,6.4,<0>,1,<0>
gtmfmnut,10/5/2010 11:31,31,<0>,6.6,<0>,1,<0>
gtmpcnut,10/5/2010 12:00,46.4,<0>,8.6,<0>,,<-1>
gtmpcnut,10/5/2010 13:30,47.8,<0>,8.8,<0>,,<-2> [GDM]
gtmpcnut,10/5/2010 13:31,35.4,<0>,8.5,<0>,,<-2> [GDM]
gtmpcnut,11/8/2010 14:00,44.2,<0>,6.8,<0>,,<-1>
gtmpcnut,11/8/2010 16:30,42.8,<0>,5.7,<0>,,<-1>
gtmpcnut,11/8/2010 19:00,34.4,<0>,4.4,<0>,,<-1>
gtmpcnut,11/8/2010 21:30,19.8,<0>,4.3,<0>,,<-1>
gtmpcnut,11/9/2010 0:00,29.2,<0>,5.7,<0>,,<-1>
gtmpcnut,11/9/2010 2:30,25.8,<0>,2.4,<0>,,<-1>
gtmpcnut,11/9/2010 5:00,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpcnut,11/9/2010 7:30,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpcnut,11/9/2010 10:00,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpcnut,11/9/2010 12:30,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpinut,11/9/2010 13:00,23.8,<0>,4.8,<0>,1.2,<0>
gtmpinut,11/9/2010 13:01,30.6,<0>,4.8,<0>,1.2,<0>
gtmssnut,11/9/2010 14:00,34.2,<0>,6.2,<0>,1,<0>
gtmssnut,11/9/2010 14:01,34.4,<0>,6.2,<0>,1,<0>
gtmpcnut,11/9/2010 15:00,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmfmnut,11/9/2010 15:11,31.6,<0>,5.6,<0>,1,<0>
gtmfmnut,11/9/2010 15:12,30.2,<0>,5.6,<0>,1,<0>
gtmpcnut,11/9/2010 17:45,45.2,<0>,3.8,<0>,0.8,<0>
gtmpcnut,11/9/2010 17:46,38.2,<0>,3.8,<0>,0.8,<0>
gtmpinut,12/7/2010 12:00,52.2,<0>,5.4,<0>,1.3,<0>
gtmpinut,12/7/2010 12:01,50,<0>,5.6,<0>,1.3,<0>
gtmssnut,12/7/2010 13:20,27.8,<0>,3.6,<0>,1.3,<0>
gtmssnut,12/7/2010 13:21,34.8,<0>,3,<0>,1.3,<0>
gtmfmnut,12/7/2010 14:25,33,<0>,3.6,<0>,1.6,<0>
gtmfmnut,12/7/2010 14:26,45,<0>,2.6,<0>,1.6,<0>
gtmpcnut,12/7/2010 14:30,20,<0>,3.6,<0>,1,<0>
gtmpcnut,12/7/2010 14:31,20,<0>,3.4,<0>,1,<0>
gtmpcnut,12/7/2010 15:30,28.8,<0>,5.8,<0>,,<-1>
gtmpcnut,12/7/2010 18:00,35,<0>,6.6,<0>,,<-1>
gtmpcnut,12/7/2010 20:30,26.8,<0>,4.6,<0>,,<-1>
gtmpcnut,12/7/2010 23:00,22,<0>,4.5,<0>,,<-1>
gtmpcnut,12/8/2010 1:30,26.4,<0>,5.6,<0>,,<-1>
gtmpcnut,12/8/2010 4:00,29,<0>,5.3,<0>,,<-1>
gtmpcnut,12/8/2010 6:30,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpcnut,12/8/2010 9:00,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpcnut,12/8/2010 11:30,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpcnut,12/8/2010 14:00,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpcnut,12/8/2010 16:30,,<-2> [GDM] (CSM),,<-2> [GDM] (CSM),,<-1>
gtmpcnut,12/20/2010 11:00,52.8,<0>,3.3,<0>,,<-1>
gtmpcnut,12/20/2010 13:30,54.4,<0>,5.3,<0>,,<-1>
gtmpcnut,12/20/2010 16:00,46.8,<0>,5.7,<0>,,<-1>
gtmpcnut,12/20/2010 18:30,58,<0>,5.6,<0>,,<-1>
gtmpcnut,12/20/2010 21:00,38.8,<0>,4.6,<0>,,<-1>
gtmpcnut,12/20/2010 23:30,38.8,<0>,4.6,<0>,,<-1>
gtmpcnut,12/21/2010 2:00,40,<0>,5.4,<0>,,<-1>
gtmpcnut,12/21/2010 4:30,37.2,<0>,5.4,<0>,,<-1>
gtmpcnut,12/21/2010 7:00,33.6,<0>,5.2,<0>,,<-1>
gtmpcnut,12/21/2010 9:30,33.2,<0>,4.6,<0>,,<-1>
gtmpcnut,12/21/2010 12:00,36,<0>,3.2,<0>,,<-1>
gtmpcnut,1/3/2011 11:30,51,<0>,13.2,<0>,,<-1>
gtmpcnut,1/3/2011 14:00,55.2,<0>,10.1,<0>,,<-1>
gtmpcnut,1/3/2011 16:30,50.6,<0>,9.4,<0>,,<-1>
gtmpcnut,1/3/2011 19:00,49.6,<0>,10.2,<0>,,<-1>
gtmpcnut,1/3/2011 21:30,56.2,<0>,9.6,<0>,,<-1>
gtmpcnut,1/4/2011 0:00,52.6,<0>,7.2,<0>,,<-1>
gtmpcnut,1/4/2011 2:30,53.4,<0>,7.8,<0>,,<-1>
gtmpcnut,1/4/2011 5:00,53.8,<0>,8.2,<0>,,<-1>
gtmpcnut,1/4/2011 7:30,51.6,<0>,7.6,<0>,,<-1>
gtmpcnut,1/4/2011 10:00,54,<0>,8.4,<0>,,<-1>
gtmpinut,1/4/2011 10:30,34.4,<0>,3.8,<0>,1.5,<0>
gtmpinut,1/4/2011 10:31,27.6,<0>,4.5,<0>,1.5,<0>
gtmssnut,1/4/2011 11:45,34,<0>,3.8,<0>,1.2,<0>
gtmssnut,1/4/2011 11:46,53.6,<0>,3.9,<0>,1.2,<0>
gtmpcnut,1/4/2011 12:30,60.6,<0>,6.8,<0>,,<-1>
gtmfmnut,1/4/2011 12:45,55.6,<0>,1.5,<0>,2,<0>
gtmfmnut,1/4/2011 12:46,54.8,<0>,2.4,<0>,2,<0>
gtmpcnut,1/4/2011 15:00,44,<0>,8.4,<0>,0.5,<0>
gtmpcnut,1/4/2011 15:01,55.2,<0>,10.5,<0>,0.5,<0>
gtmpcnut,2/1/2011 10:00,234.4,<1> [GQS],8.3,<0>,,<-1>
gtmpcnut,2/1/2011 12:30,41.8,<0>,8.9,<0>,,<-1>
gtmpcnut,2/1/2011 15:00,35.8,<0>,8.6,<0>,,<-1>
gtmpcnut,2/1/2011 17:30,35.2,<0>,10.3,<0>,,<-1>
gtmpcnut,2/1/2011 20:00,39.2,<0>,9.3,<0>,,<-1>
gtmpcnut,2/1/2011 22:30,36,<0>,7.9,<0>,,<-1>
gtmpcnut,2/2/2011 1:00,32.6,<0>,7,<0>,,<-1>
gtmpcnut,2/2/2011 3:30,25.2,<0>,6.4,<0>,,<-1>
gtmpcnut,2/2/2011 6:00,24.2,<0>,5.6,<0>,,<-1>
gtmpcnut,2/2/2011 8:30,44,<0>,10.2,<0>,,<-1>
gtmpinut,2/2/2011 9:16,34.4,<0>,5.1,<0>,1.2,<0>
gtmpinut,2/2/2011 9:17,32.6,<0>,5.1,<0>,1.2,<0>
gtmssnut,2/2/2011 10:24,52,<0>,3.1,<0>,1.9,<0>
gtmssnut,2/2/2011 10:25,54.6,<0>,3,<0>,1.9,<0>
gtmpcnut,2/2/2011 11:00,32.6,<0>,9.1,<0>,,<-1>
gtmfmnut,2/2/2011 11:20,52.8,<0>,3,<0>,1.7,<0>
gtmfmnut,2/2/2011 11:21,59.8,<0>,2.1,<0>,1.7,<0>
gtmpcnut,2/2/2011 13:00,31,<0>,8,<0>,1,<0>
gtmpcnut,2/2/2011 13:01,39.6,<0>,7.9,<0>,1,<0>
gtmpcnut,3/21/2011 13:00,52.4,<0>,9.7,<0>,,<-1>
gtmpcnut,3/21/2011 15:30,50,<0>,10.1,<0>,,<-1>
gtmpcnut,3/21/2011 18:00,49.2,<0>,10.4,<0>,,<-1>
gtmpcnut,3/21/2011 20:30,35,<0>,9.1,<0>,,<-1>
gtmpcnut,3/21/2011 23:00,48.8,<0>,10.6,<0>,,<-1>
gtmpcnut,3/22/2011 1:30,56.6,<0>,8.7,<0>,,<-1>
gtmpcnut,3/22/2011 4:00,41.2,<0>,9.5,<0>,,<-1>
gtmpcnut,3/22/2011 6:30,45.6,<0>,7.4,<0>,,<-1>
gtmpcnut,3/22/2011 9:00,46.8,<0>,4.4,<0>,,<-1>
gtmpcnut,3/22/2011 11:30,50.6,<0>,9.2,<0>,,<-1>
gtmpinut,3/22/2011 12:00,29.4,<0>,4.3,<0>,1.3,<0>
gtmpinut,3/22/2011 12:01,35,<0>,4.3,<0>,1.3,<0>
gtmssnut,3/22/2011 13:18,62.6,<0>,12,<0>,0.7,<0>
gtmssnut,3/22/2011 13:19,66.8,<0>,12.9,<0>,0.7,<0>
gtmpcnut,3/22/2011 14:00,65.2,<0>,11.7,<0>,,<-1>
gtmfmnut,3/22/2011 14:35,34.6,<0>,5.4,<0>,1,<0>
gtmfmnut,3/22/2011 14:36,32.6,<0>,4.7,<0>,1,<0>
gtmpcnut,3/22/2011 16:45,44,<0>,10.7,<0>,0.6,<0>
