Station Code,DateTimeStamp,TSS,F_TSS,TURB_N,F_TURB_N,SECCHI,F_SECCHI
gtmpcnut,8/7/2014 7:00,140,<0>,,<-1>,,<-1>
gtmpinut,8/7/2014 7:06,17,<1> (CSM),,<-1>,0.4,<0>
gtmpinut,8/7/2014 7:07,17,<0>,,<-1>,,<-1>
gtmssnut,8/7/2014 8:34,36,<1> (CSM),,<-1>,0.5,<0>
gtmssnut,8/7/2014 8:38,37,<0>,,<-1>,,<-1>
gtmpcnut,8/7/2014 9:12,11,<0>,,<-1>,0.3,<0>
gtmpcnut,8/7/2014 9:22,11,<0>,,<-1>,,<-1>
gtmpcnut,8/7/2014 9:30,171,<0>,,<-1>,,<-1>
gtmfmnut,8/7/2014 9:58,13,<0>,,<-1>,1,<0>
gtmfmnut,8/7/2014 10:08,14,<0>,,<-1>,,<-1>
gtmpcnut,9/17/2014 8:30,28,<0>,,<-1>,,<-1>
gtmpcnut,9/17/2014 11:00,26,<0>,,<-1>,,<-1>
gtmpcnut,9/17/2014 13:30,47,<0>,,<-1>,,<-1>
gtmpcnut,9/17/2014 16:00,81,<0>,,<-1>,,<-1>
gtmpcnut,9/17/2014 18:30,45,<0>,,<-1>,,<-1>
gtmpcnut,9/17/2014 21:00,33,<0>,,<-1>,,<-1>
gtmpcnut,9/17/2014 23:30,25,<0>,,<-1>,,<-1>
gtmpcnut,9/18/2014 2:00,14,<0>,,<-1>,,<-1>
gtmpcnut,9/18/2014 4:30,97,<0>,,<-1>,,<-1>
gtmpcnut,9/18/2014 7:00,38,<0>,,<-1>,,<-1>
gtmpinut,9/18/2014 7:17,11,<0>,,<-1>,1,<0>
gtmpinut,9/18/2014 7:20,10,<0>,,<-1>,,<-1>
gtmssnut,9/18/2014 8:47,10,<0>,,<-1>,0.9,<0>
gtmssnut,9/18/2014 8:48,13,<0>,,<-1>,,<-1>
gtmpcnut,9/18/2014 9:12,10,<0>,,<-1>,0.5,<0>
gtmpcnut,9/18/2014 9:30,43,<0>,,<-1>,,<-1>
gtmpcnut,9/18/2014 9:32,10,<1> (CSM),,<-1>,,<-1>
gtmfmnut,9/18/2014 10:11,11,<0>,,<-1>,1.3,<0>
gtmfmnut,9/18/2014 10:12,9,<0>,,<-1>,,<-1>
gtmpcnut,10/19/2014 8:30,4,<0>,,<-1>,,<-1>
gtmpcnut,10/19/2014 11:00,7,<0>,,<-1>,,<-1>
gtmpcnut,10/19/2014 13:30,4,<0>,,<-1>,,<-1>
gtmpcnut,10/19/2014 16:00,2,<0>,,<-1>,,<-1>
gtmpcnut,10/19/2014 18:30,7,<0>,,<-1>,,<-1>
gtmpcnut,10/19/2014 21:00,11,<0>,,<-1>,,<-1>
gtmpcnut,10/20/2014 2:00,4,<0>,,<-1>,,<-1>
gtmpcnut,10/20/2014 4:30,3,<0>,,<-1>,,<-1>
gtmpcnut,10/20/2014 7:00,10,<0>,,<-1>,,<-1>
gtmpinut,10/20/2014 9:05,13,<0>,,<-1>,0.8,<0>
gtmpinut,10/20/2014 9:06,8,<0>,,<-1>,,<-1>
gtmpcnut,10/20/2014 9:30,15,<0>,,<-1>,,<-1>
gtmpcnut,10/20/2014 10:05,11,<1> (CSM),,<-1>,0.3,<0>
gtmpcnut,10/20/2014 10:25,9,<0>,,<-1>,,<-1>
gtmssnut,10/20/2014 10:30,14,<0>,,<-1>,0.5,<0>
gtmssnut,10/20/2014 10:31,18,<0>,,<-1>,,<-1>
gtmfmnut,10/20/2014 11:20,9,<0>,,<-1>,0.8,<0>
gtmfmnut,10/20/2014 11:30,10,<0>,,<-1>,,<-1>
gtmpcnut,10/20/2014 23:30,10,<0>,,<-1>,,<-1>
gtmpcnut,11/3/2014 9:30,13,<0>,,<-1>,,<-1>
gtmpcnut,11/3/2014 12:00,10,<0>,,<-1>,,<-1>
gtmpcnut,11/3/2014 14:30,11,<0>,,<-1>,,<-1>
gtmpcnut,11/3/2014 17:00,29,<0>,,<-1>,,<-1>
gtmpcnut,11/3/2014 19:30,63,<0>,,<-1>,,<-1>
gtmpcnut,11/3/2014 22:00,40,<0>,,<-1>,,<-1>
gtmpcnut,11/4/2014 0:30,19,<0>,,<-1>,,<-1>
gtmpcnut,11/4/2014 3:00,11,<0>,,<-1>,,<-1>
gtmpcnut,11/4/2014 5:30,29,<0>,,<-1>,,<-1>
gtmpcnut,11/4/2014 8:00,54,<0>,,<-1>,,<-1>
gtmpinut,11/4/2014 8:40,8,<0>,,<-1>,,<-2> [GDM]
gtmpinut,11/4/2014 8:42,8,<0>,,<-1>,,<-1>
gtmssnut,11/4/2014 10:00,11,<0>,,<-1>,0.9,<0>
gtmssnut,11/4/2014 10:04,12,<0>,,<-1>,,<-1>
gtmpcnut,11/4/2014 10:11,22,<0>,,<-1>,,<-2> [GDM]
gtmpcnut,11/4/2014 10:29,9,<0>,,<-1>,,<-1>
gtmpcnut,11/4/2014 10:30,38,<0>,,<-1>,,<-1>
gtmfmnut,11/4/2014 11:05,8,<0>,,<-1>,0.6,<0>
gtmfmnut,11/4/2014 11:08,8,<0>,,<-1>,,<-1>
gtmpcnut,12/2/2014 9:30,12,<0>,,<-1>,,<-1>
gtmpcnut,12/2/2014 12:00,6,<0>,,<-1>,,<-1>
gtmpcnut,12/2/2014 14:30,2,<0>,,<-1>,,<-1>
gtmpcnut,12/2/2014 17:00,9,<0>,,<-1>,,<-1>
gtmpcnut,12/2/2014 19:30,14,<0>,,<-1>,,<-1>
gtmpcnut,12/2/2014 22:00,5,<0>,,<-1>,,<-1>
gtmpcnut,12/3/2014 0:30,4,<0>,,<-1>,,<-1>
gtmpcnut,12/3/2014 3:00,3,<0>,,<-1>,,<-1>
gtmpcnut,12/3/2014 5:30,5,<0>,,<-1>,,<-1>
gtmpcnut,12/3/2014 8:00,6,<0>,,<-1>,,<-1>
gtmpinut,12/3/2014 8:46,8,<0>,,<-1>,1,<0>
gtmpinut,12/3/2014 8:49,10,<0>,,<-1>,,<-1>
gtmssnut,12/3/2014 10:10,10,<0>,,<-1>,0.7,<0>
gtmssnut,12/3/2014 10:15,13,<0>,,<-1>,,<-1>
gtmpcnut,12/3/2014 10:29,7,<0>,,<-1>,0.4,<0>
gtmpcnut,12/3/2014 10:30,11,<0>,,<-1>,,<-1>
gtmpcnut,12/3/2014 10:40,7,<0>,,<-1>,,<-1>
gtmfmnut,12/3/2014 11:11,16,<0>,,<-1>,1.2,<0>
gtmfmnut,12/3/2014 11:16,16,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2015 09:30,19,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2015 12:00,11,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2015 14:30,11,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2015 17:00,2,<-4> [SBL],,<-1>,,<-1>
gtmpcnut,01/19/2015 19:30,6,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2015 22:00,8,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2015 00:30,4,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2015 03:00,4,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2015 05:30,3,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2015 08:00,2,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2015 09:47,6,<0>,,<-1>,0.58,<0>
gtmpcnut,01/20/2015 10:09,15,<1> (CSM),,<-1>,0.58,<0>
gtmpinut,01/20/2015 10:14,11,<0>,,<-1>,,<-1> [GDM]
gtmpinut,01/20/2015 10:25,10,<0>,,<-1>,,<-1> [GDM]
gtmpcnut,01/20/2015 10:30,23,<0>,,<-1>,,<-1>
gtmssnut,01/20/2015 11:21,13,<0>,,<-1>,,<-1> [GDM]
gtmssnut,01/20/2015 11:32,12,<0>,,<-1>,,<-1> [GDM]
gtmfmnut,01/20/2015 12:39,10,<0>,,<-1>,,<-1> [GDM]
gtmfmnut,01/20/2015 12:42,11,<1> (CSM),,<-1>,,<-1> [GDM]
gtmpcnut,02/16/2015 09:30,14,<0>,,<-1>,,<-1>
gtmpcnut,02/16/2015 12:00,13,<0>,,<-1>,,<-1>
gtmpcnut,02/16/2015 14:30,3,<-4> [SBL],,<-1>,,<-1>
gtmpcnut,02/16/2015 17:00,8,<0>,,<-1>,,<-1>
gtmpcnut,02/16/2015 19:30,9,<0>,,<-1>,,<-1>
gtmpcnut,02/16/2015 22:00,4,<0>,,<-1>,,<-1>
gtmpcnut,02/17/2015 00:30,8,<0>,,<-1>,,<-1>
gtmpcnut,02/17/2015 03:00,6,<0>,,<-1>,,<-1>
gtmpcnut,02/17/2015 05:30,2,<0>,,<-1>,,<-1>
gtmpcnut,02/17/2015 08:00,14,<0>,,<-1>,,<-1>
gtmpinut,02/17/2015 09:39,8,<0>,,<-1>,1.5,<0>
gtmpinut,02/17/2015 09:44,9,<0>,,<-1>,1.5,<0>
gtmssnut,02/17/2015 09:47,11,<0>,,<-1>,1.2,<0>
gtmssnut,02/17/2015 09:51,10,<0>,,<-1>,1.2,<0>
gtmpcnut,02/17/2015 10:30,7,<0>,,<-1>,,<-1>
gtmpcnut,02/17/2015 11:23,7,<0>,,<-1>,0.8,<0>
gtmpcnut,02/17/2015 11:26,9,<0>,,<-1>,0.8,<0>
gtmfmnut,02/17/2015 11:45,10,<0>,,<-1>,1.4,<0>
gtmfmnut,02/17/2015 11:56,7,<0>,,<-1>,1.4,<0>
gtmpcnut,03/16/2015 08:30,6,<0>,,<-1>,,<-1>
gtmpcnut,03/16/2015 11:00,17,<0>,,<-1>,,<-1>
gtmpcnut,03/16/2015 13:30,25,<0>,,<-1>,,<-1>
gtmpcnut,03/16/2015 16:00,24,<0>,,<-1>,,<-1>
gtmpcnut,03/16/2015 18:30,21,<0>,,<-1>,,<-1>
gtmpcnut,03/16/2015 21:00,88,<0>,,<-1>,,<-1>
gtmpcnut,03/17/2015 02:00,63,<0>,,<-1>,,<-1>
gtmpcnut,03/17/2015 04:30,39,<0>,,<-1>,,<-1>
gtmpcnut,03/17/2015 07:00,107,<0>,,<-1>,,<-1>
gtmfmnut,03/17/2015 07:53,13,<1> (CSM),,<-1>,,<-1> [GDM]
gtmfmnut,03/17/2015 08:10,13,<0>,,<-1>,,<-1> [GDM]
gtmssnut,03/17/2015 09:00,17,<0>,,<-1>,0.8,<0>
gtmssnut,03/17/2015 09:12,17,<0>,,<-1>,0.8,<0>
gtmpcnut,03/17/2015 09:30,106,<0>,,<-1>,,<-1>
gtmpcnut,03/17/2015 09:32,6,<0>,,<-1>,0.4,<0>
gtmpcnut,03/17/2015 09:50,9,<0>,,<-1>,0.4,<0>
gtmpinut,03/17/2015 10:15,15,<0>,,<-1>,1.5,<0>
gtmpinut,03/17/2015 10:22,11,<0>,,<-1>,1.5,<0>
gtmpcnut,03/17/2015 23:30,54,<0>,,<-1>,,<-1>
gtmpcnut,04/14/2015 08:30,21,<0>,,<-1>,,<-1>
gtmpcnut,04/14/2015 11:00,32,<0>,,<-1>,,<-1>
gtmpcnut,04/14/2015 13:30,16,<0>,,<-1>,,<-1>
gtmpcnut,04/14/2015 16:00,34,<0>,,<-1>,,<-1>
gtmpcnut,04/14/2015 18:30,43,<0>,,<-1>,,<-1>
gtmpcnut,04/14/2015 21:00,34,<0>,,<-1>,,<-1>
gtmpcnut,04/15/2015 02:00,8,<0>,,<-1>,,<-1>
gtmpcnut,04/15/2015 04:30,14,<0>,,<-1>,,<-1>
gtmpcnut,04/15/2015 07:00,56,<0>,,<-1>,,<-1>
gtmpinut,04/15/2015 08:05,16,<1> (CSM),,<-1>,1,<0>
gtmpinut,04/15/2015 08:09,16,<0>,,<-1>,1,<0>
gtmpcnut,04/15/2015 08:53,8,<0>,,<-1>,0.5,<0>
gtmpcnut,04/15/2015 09:00,17,<1> (CSM),,<-1>,0.5,<0>
gtmpcnut,04/15/2015 09:30,45,<0>,,<-1>,,<-1>
gtmssnut,04/15/2015 09:30,19,<0>,,<-1>,0.8,<0>
gtmssnut,04/15/2015 09:45,19,<0>,,<-1>,0.8,<0>
gtmfmnut,04/15/2015 11:50,14,<0>,,<-1>,1,<0>
gtmfmnut,04/15/2015 11:53,14,<0>,,<-1>,1,<0>
gtmpcnut,04/15/2015 23:30,12,<0>,,<-1>,,<-1>
gtmpcnut,05/13/2015 08:30,34,<0>,,<-1>,,<-1>
gtmpcnut,05/13/2015 11:00,12,<0>,,<-1>,,<-1>
gtmpcnut,05/13/2015 13:30,24,<0>,,<-1>,,<-1>
gtmpcnut,05/13/2015 16:00,27,<0>,,<-1>,,<-1>
gtmpcnut,05/13/2015 18:30,34,<0>,,<-1>,,<-1>
gtmpcnut,05/13/2015 21:00,107,<0>,,<-1>,,<-1>
gtmpcnut,05/14/2015 02:00,44,<0>,,<-1>,,<-1>
gtmpcnut,05/14/2015 04:30,14,<0>,,<-1>,,<-1>
gtmpcnut,05/14/2015 07:00,50,<0>,,<-1>,,<-1>
gtmpinut,05/14/2015 07:53,14,<0>,,<-1>,,<-1> [GDM]
gtmpinut,05/14/2015 07:58,14,<0>,,<-1>,,<-1> [GDM]
gtmpcnut,05/14/2015 09:12,14,<0>,,<-1>,0.9,<0>
gtmpcnut,05/14/2015 09:16,15,<0>,,<-1>,0.9,<0>
gtmssnut,05/14/2015 09:20,21,<0>,,<-1>,,<-1> [GDM]
gtmssnut,05/14/2015 09:25,21,<1> (CSM),,<-1>,,<-1> [GDM]
gtmpcnut,05/14/2015 09:30,36,<0>,,<-1>,,<-1>
gtmfmnut,05/14/2015 10:22,12,<1> (CSM),,<-1>,,<-1> [GDM]
gtmfmnut,05/14/2015 10:28,12,<0>,,<-1>,,<-1> [GDM]
gtmpcnut,05/14/2015 23:30,32,<0>,,<-1>,,<-1>
gtmpcnut,06/29/2015 08:30,97,<0>,,<-1>,,<-1>
gtmpcnut,06/29/2015 11:00,172,<0>,,<-1>,,<-1>
gtmpcnut,06/29/2015 13:30,130,<0>,,<-1>,,<-1>
gtmpcnut,06/29/2015 16:00,68,<0>,,<-1>,,<-1>
gtmpcnut,06/29/2015 18:30,460,<0>,,<-1>,,<-1>
gtmpcnut,06/29/2015 21:00,232,<0>,,<-1>,,<-1>
gtmpcnut,06/29/2015 23:30,121,<0>,,<-1>,,<-1>
gtmpcnut,06/30/2015 02:00,62,<0>,,<-1>,,<-1>
gtmpcnut,06/30/2015 04:30,55,<0>,,<-1>,,<-1>
gtmpcnut,06/30/2015 07:00,59,<0>,,<-1>,,<-1>
gtmpinut,06/30/2015 09:00,22,<1> (CSM),,<-1>,0.8,<0>
gtmpcnut,06/30/2015 09:04,17,<0>,,<-1>,0.55,<0>
gtmpcnut,06/30/2015 09:10,17,<1> (CSM),,<-1>,0.55,<0>
gtmpinut,06/30/2015 09:30,22,<0>,,<-1>,0.8,<0>
gtmpcnut,06/30/2015 09:30,254,<0>,,<-1>,,<-1>
gtmssnut,06/30/2015 10:40,32,<0>,,<-1>,0.7,<0>
gtmssnut,06/30/2015 10:55,34,<0>,,<-1>,0.7,<0>
gtmfmnut,06/30/2015 12:00,17,<0>,,<-1>,1.2,<0>
gtmfmnut,06/30/2015 12:10,18,<0>,,<-1>,1.2,<0>
gtmpcnut,07/13/2015 08:30,68,<0>,,<-1>,,<-1>
gtmpcnut,07/13/2015 11:00,68,<0>,,<-1>,,<-1>
gtmpcnut,07/13/2015 13:30,22,<0>,,<-1>,,<-1>
gtmpcnut,07/13/2015 16:00,59,<0>,,<-1>,,<-1>
gtmpcnut,07/13/2015 18:30,19,<0>,,<-1>,,<-1>
gtmpcnut,07/13/2015 21:00,144,<0>,,<-1>,,<-1>
gtmpcnut,07/13/2015 23:30,89,<0>,,<-1>,,<-1>
gtmpcnut,07/14/2015 02:00,34,<0>,,<-1>,,<-1>
gtmpcnut,07/14/2015 04:30,20,<0>,,<-1>,,<-1>
gtmpcnut,07/14/2015 07:00,32,<0>,,<-1>,,<-1>
gtmpinut,07/14/2015 09:00,24,<0>,,<-1>,0.9,<0>
gtmpcnut,07/14/2015 09:03,25,<0>,,<-1>,0.7,<0>
gtmpcnut,07/14/2015 09:05,33,<0>,,<-1>,0.7,<0>
gtmpinut,07/14/2015 09:15,26,<0>,,<-1>,0.9,<0>
gtmpcnut,07/14/2015 09:30,70,<0>,,<-1>,,<-1>
gtmssnut,07/14/2015 10:15,21,<0>,,<-1>,0.8,<0>
gtmssnut,07/14/2015 10:40,41,<0>,,<-1>,0.8,<0>
gtmfmnut,07/14/2015 11:30,12,<0>,,<-1>,0.8,<0>
gtmfmnut,07/14/2015 11:45,33,<1> (CSM),,<-1>,0.8,<0>
gtmpcnut,08/10/2015 08:30,80,<0>,,<-1>,,<-1>
gtmpcnut,08/10/2015 11:00,57,<0>,,<-1>,,<-1>
gtmpcnut,08/10/2015 13:30,99,<0>,,<-1>,,<-1>
gtmpcnut,08/10/2015 16:00,115,<0>,,<-1>,,<-1>
gtmpcnut,08/10/2015 18:30,360,<0>,,<-1>,,<-1>
gtmpcnut,08/10/2015 21:00,428,<0>,,<-1>,,<-1>
gtmpcnut,08/10/2015 23:30,101,<0>,,<-1>,,<-1>
gtmpcnut,08/11/2015 02:00,31,<0>,,<-1>,,<-1>
gtmpcnut,08/11/2015 04:30,99,<0>,,<-1>,,<-1>
gtmpcnut,08/11/2015 07:00,125,<0>,,<-1>,,<-1>
gtmpinut,08/11/2015 08:47,16,<0>,,<-1>,1,<0>
gtmpinut,08/11/2015 08:52,17,<0>,,<-1>,1,<0>
gtmpcnut,08/11/2015 09:03,33,<0>,,<-1>,0.6,<0>
gtmpcnut,08/11/2015 09:06,45,<0>,,<-1>,0.6,<0>
gtmpcnut,08/11/2015 09:30,110,<0>,,<-1>,,<-1>
gtmssnut,08/11/2015 09:59,23,<0>,,<-1>,0.7,<0>
gtmssnut,08/11/2015 10:04,24,<1> (CSM),,<-1>,0.7,<0>
gtmfmnut,08/11/2015 10:55,10,<0>,,<-1>,1,<0>
gtmfmnut,08/11/2015 10:59,11,<0>,,<-1>,1,<0>
gtmpcnut,09/07/2015 08:30,71,<0>,,<-1>,,<-1>
gtmpcnut,09/07/2015 11:00,82,<0>,,<-1>,,<-1>
gtmpcnut,09/07/2015 13:30,38,<0>,,<-1>,,<-1>
gtmpcnut,09/07/2015 16:00,79,<0>,,<-1>,,<-1>
gtmpcnut,09/07/2015 18:30,216,<0>,,<-1>,,<-1>
gtmpcnut,09/07/2015 21:00,45,<0>,,<-1>,,<-1>
gtmpcnut,09/07/2015 23:30,85,<0>,,<-1>,,<-1>
gtmpcnut,09/08/2015 02:00,50,<0>,,<-1>,,<-1>
gtmpcnut,09/08/2015 04:30,81,<0>,,<-1>,,<-1>
gtmpcnut,09/08/2015 07:00,58,<0>,,<-1>,,<-1>
gtmpinut,09/08/2015 07:40,9,<0>,,<-1>,,<-1> [GDM]
gtmpinut,09/08/2015 07:45,9,<0>,,<-1>,,<-1> [GDM]
gtmpcnut,09/08/2015 08:48,13,<0>,,<-1>,0.25,<0>
gtmssnut,09/08/2015 08:55,34,<0>,,<-1>,,<-1> [GDM]
gtmssnut,09/08/2015 09:00,37,<0>,,<-1>,,<-1> [GDM]
gtmpcnut,09/08/2015 09:10,14,<1> (CSM),,<-1>,0.25,<0>
gtmpcnut,09/08/2015 09:30,51,<0>,,<-1>,,<-1>
gtmfmnut,09/08/2015 09:45,8,<0>,,<-1>,,<-1> [GDM]
gtmfmnut,09/08/2015 09:50,9,<0>,,<-1>,,<-1> [GDM]
gtmpcnut,10/07/2015 08:30,14,<0>,,<-1>,,<-1>
gtmpcnut,10/07/2015 11:00,10,<0>,,<-1>,,<-1>
gtmpcnut,10/07/2015 13:30,5,<0>,,<-1>,,<-1>
gtmpcnut,10/07/2015 16:00,17,<0>,,<-1>,,<-1>
gtmpcnut,10/07/2015 18:30,26,<0>,,<-1>,,<-1>
gtmpcnut,10/07/2015 21:00,31,<0>,,<-1>,,<-1>
gtmpcnut,10/07/2015 23:30,32,<0>,,<-1>,,<-1>
gtmpcnut,10/08/2015 02:00,12,<0>,,<-1>,,<-1>
gtmpcnut,10/08/2015 04:30,30,<0>,,<-1>,,<-1>
gtmpcnut,10/08/2015 07:00,41,<0>,,<-1>,,<-1>
gtmpinut,10/08/2015 08:03,9,<0>,,<-1>,0.3,<0>
gtmpinut,10/08/2015 08:05,9,<0>,,<-1>,0.3,<0>
gtmpcnut,10/08/2015 08:46,9,<0>,,<-1>,,<-1> [GDM]
gtmpcnut,10/08/2015 09:00,8,<0>,,<-1>,,<-1> [GDM]
gtmssnut,10/08/2015 09:05,13,<1> (CSM),,<-1>,0.9,<0>
gtmssnut,10/08/2015 09:10,14,<0>,,<-1>,0.9,<0>
gtmpcnut,10/08/2015 09:30,31,<0>,,<-1>,,<-1>
gtmfmnut,10/08/2015 10:15,8,<0>,,<-1>,1.2,<0>
gtmfmnut,10/08/2015 10:20,8,<0>,,<-1>,1.2,<0>
gtmpcnut,11/08/2015 09:30,23,<0>,,<-1>,,<-1>
gtmpcnut,11/08/2015 12:00,27,<0>,,<-1>,,<-1>
gtmpcnut,11/08/2015 14:30,20,<0>,,<-1>,,<-1>
gtmpcnut,11/08/2015 17:00,19,<0>,,<-1>,,<-1>
gtmpcnut,11/08/2015 19:30,62,<0>,,<-1>,,<-1>
gtmpcnut,11/08/2015 22:00,20,<0>,,<-1>,,<-1>
gtmpcnut,11/09/2015 00:30,25,<0>,,<-1>,,<-1>
gtmpcnut,11/09/2015 03:00,14,<0>,,<-1>,,<-1>
gtmpcnut,11/09/2015 05:30,18,<0>,,<-1>,,<-1>
gtmpcnut,11/09/2015 08:00,46,<0>,,<-1>,,<-1>
gtmpcnut,11/09/2015 09:53,28,<0>,,<-1>,0.6,<0>
gtmpcnut,11/09/2015 09:57,23,<1> (CSM),,<-1>,0.6,<0>
gtmpinut,11/09/2015 10:13,9,<0>,,<-1>,1.2,<0>
gtmpinut,11/09/2015 10:15,10,<0>,,<-1>,1.2,<0>
gtmpcnut,11/09/2015 10:30,28,<0>,,<-1>,,<-1>
gtmssnut,11/09/2015 11:48,14,<0>,,<-1>,1,<0>
gtmssnut,11/09/2015 11:50,14,<0>,,<-1>,1,<0>
gtmfmnut,11/09/2015 13:13,7,<0>,,<-1>,1.3,<0>
gtmfmnut,11/09/2015 13:15,8,<0>,,<-1>,1.3,<0>
gtmpcnut,12/07/2015 09:30,8,<0>,,<-1>,,<-1>
gtmpcnut,12/07/2015 12:00,6,<0>,,<-1>,,<-1>
gtmpcnut,12/07/2015 14:30,5,<0>,,<-1>,,<-1>
gtmpcnut,12/07/2015 17:00,4,<0>,,<-1>,,<-1>
gtmpcnut,12/07/2015 19:30,5,<0>,,<-1>,,<-1>
gtmpcnut,12/07/2015 22:00,4,<0>,,<-1>,,<-1>
gtmpcnut,12/08/2015 00:30,4,<0>,,<-1>,,<-1>
gtmpcnut,12/08/2015 03:00,5,<0>,,<-1>,,<-1>
gtmpcnut,12/08/2015 05:30,3,<0>,,<-1>,,<-1>
gtmpcnut,12/08/2015 08:00,11,<0>,,<-1>,,<-1>
gtmpinut,12/08/2015 08:45,7,<0>,,<-1>,1,<0>
gtmpinut,12/08/2015 08:50,6,<0>,,<-1>,1,<0>
gtmpcnut,12/08/2015 09:48,9,<0>,,<-1>,1.15,<0>
gtmpcnut,12/08/2015 09:52,9,<0>,,<-1>,1.15,<0>
gtmssnut,12/08/2015 10:15,24,<0>,,<-1>,0.8,<0>
gtmssnut,12/08/2015 10:16,26,<0>,,<-1>,0.8,<0>
gtmpcnut,12/08/2015 10:30,7,<0>,,<-1>,,<-1>
gtmfmnut,12/08/2015 11:30,8,<0>,,<-1>,1.2,<0>
gtmfmnut,12/08/2015 11:31,8,<0>,,<-1>,1.2,<0>
gtmpcnut,01/19/2016 09:30,22,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2016 12:00,7,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2016 14:30,7,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2016 17:00,22,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2016 19:30,23,<0>,,<-1>,,<-1>
gtmpcnut,01/19/2016 22:00,14,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2016 00:30,18,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2016 03:00,26,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2016 05:30,12,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2016 08:00,17,<0>,,<-1>,,<-1>
gtmpinut,01/20/2016 08:27,7,<0>,,<-1>,,<-1>
gtmpinut,01/20/2016 08:30,6,<0>,,<-1>,,<-1>
gtmssnut,01/20/2016 10:30,9,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2016 10:30,11,<0>,,<-1>,,<-1>
gtmssnut,01/20/2016 10:32,10,<0>,,<-1>,,<-1>
gtmpcnut,01/20/2016 10:35,6,<0>,,<-1>,1.3,<0>
gtmpcnut,01/20/2016 10:38,6,<0>,,<-1>,1.3,<0>
gtmfmnut,01/20/2016 11:52,3,<-4> [SBL],,<-1>,,<-1>
gtmfmnut,01/20/2016 11:54,4,<0>,,<-1>,,<-1>
gtmpcnut,02/16/2016 09:30,8,<0>,,<-1>,0.4,<0>
gtmpcnut,02/16/2016 12:00,6,<0>,,<-1>,0.4,<0>
gtmpcnut,02/16/2016 14:30,8,<0>,,<-1>,0.4,<0>
gtmpcnut,02/16/2016 17:00,11,<0>,,<-1>,0.4,<0>
gtmpcnut,02/16/2016 19:30,12,<0>,,<-1>,0.4,<0>
gtmpcnut,02/16/2016 22:00,7,<0>,,<-1>,0.4,<0>
gtmpcnut,02/17/2016 00:30,6,<0>,,<-1>,0.4,<0>
gtmpcnut,02/17/2016 03:00,4,<0>,,<-1>,0.4,<0>
gtmpcnut,02/17/2016 05:30,8,<0>,,<-1>,0.4,<0>
gtmpcnut,02/17/2016 08:00,9,<0>,,<-1>,0.4,<0>
gtmpinut,02/17/2016 08:05,10,<0>,,<-1>,1.1,<0>
gtmpinut,02/17/2016 08:07,11,<0>,,<-1>,1.1,<0>
gtmssnut,02/17/2016 09:28,8,<0>,,<-1>,1.3,<0>
gtmssnut,02/17/2016 09:32,8,<0>,,<-1>,1.3,<0>
gtmpcnut,02/17/2016 09:55,8,<0>,,<-1>,0.4,<0>
gtmpcnut,02/17/2016 10:12,8,<0>,,<-1>,0.4,<0>
gtmpcnut,02/17/2016 10:30,9,<0>,,<-1>,0.4,<0>
gtmfmnut,02/17/2016 10:45,5,<0>,,<-1>,2.5,<0>
gtmfmnut,02/17/2016 10:50,6,<0>,,<-1>,2.5,<0>
gtmpcnut,03/07/2016 09:30,15,<0>,,<-1>,,<-1>
gtmpcnut,03/07/2016 12:00,13,<0>,,<-1>,,<-1>
gtmpcnut,03/07/2016 14:30,22,<0>,,<-1>,,<-1>
gtmpcnut,03/07/2016 17:00,6,<0>,,<-1>,,<-1>
gtmpcnut,03/07/2016 19:30,12,<0>,,<-1>,,<-1>
gtmpcnut,03/07/2016 22:00,20,<0>,,<-1>,,<-1>
gtmpcnut,03/08/2016 00:30,6,<0>,,<-1>,,<-1>
gtmpcnut,03/08/2016 03:00,8,<0>,,<-1>,,<-1>
gtmpcnut,03/08/2016 05:30,7,<0>,,<-1>,,<-1>
gtmpcnut,03/08/2016 08:00,7,<0>,,<-1>,,<-1>
gtmpcnut,03/08/2016 10:30,24,<0>,,<-1>,,<-1>
gtmpinut,03/08/2016 10:55,9,<0>,,<-1>,1.3,<0>
gtmpinut,03/08/2016 10:57,9,<0>,,<-1>,1.3,<0>
gtmpcnut,03/08/2016 12:12,11,<0>,,<-1>,0.8,<0>
gtmpcnut,03/08/2016 12:14,11,<1> (CSM),,<-1>,0.8,<0>
